relative_path,file_name,extension,size_bytes,size_mib,size_gib,sha256,file_type,rows,columns_count,columns,encoding,inspection_seconds
Normal traffic/Distance/Distance.csv,Distance.csv,.csv,366056131,349.09833,0.340916,067fcf364a6c4e35a6aa436e6263466ef4c8f3f84c423d0aadf932f65d6e1ee5,CSV,1143540.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,14.704983
Normal traffic/Distance/Distance.pcap,Distance.pcap,.pcap,85424784,81.467422,0.079558,6b16348f1139dcb83c12e6855e7202f7ae5b77bbca8eed467ab0b6aa3ab78922,PCAP,,,[],,2.900331
Normal traffic/Flame_Sensor/Flame_Sensor.csv,Flame_Sensor.csv,.csv,343523471,327.609511,0.319931,e0f6812bd54e564d18e6f87d8d0566f86bde384f822d3252d7535f4239160528,CSV,1070196.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,12.643546
Normal traffic/Flame_Sensor/Flame_Sensor.pcap,Flame_Sensor.pcap,.pcap,79692841,76.001016,0.07422,57bf51ae5cd8848c688affee6b71f4b10a6bae4fa297aa18e57cf3ba85cdc2db,PCAP,,,[],,2.997813
Normal traffic/Heart_Rate/Heart_Rate.csv,Heart_Rate.csv,.csv,52569102,50.133802,0.048959,f5104511c7b67988ec67fc2f8262913b4ad6d4285db047500a04307491f4b9d5,CSV,165319.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,2.127169
Normal traffic/Heart_Rate/Heart_Rate.pcap,Heart_Rate.pcap,.pcap,12840229,12.245397,0.011958,45af68c5dc56f1e135102069ee6d86a62e5d2b14dd23cac0bee39dcc40e832fb,PCAP,,,[],,0.583675
Normal traffic/IR_Receiver/IR_Receiver.csv,IR_Receiver.csv,.csv,412738438,393.618048,0.384393,40325a578b4edc4714eef585095a1f92e1cc076e510ad93edc3507dea8e4eef7,CSV,1307778.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,15.941262
Normal traffic/IR_Receiver/IR_Receiver.pcap,IR_Receiver.pcap,.pcap,96912648,92.423103,0.090257,bcaa33d74dc03e34b7d6ed3f427cc69c6457f2c0ad52b4deab2861526209ec84,PCAP,,,[],,4.001963
Normal traffic/Modbus/Modbus.csv,Modbus.csv,.csv,67899662,64.754164,0.063236,6ae11be7ebd506429f43a0ebb7aa38e836ffea39165fc0247e2a6c96c019c37a,CSV,159502.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,3.493363
Normal traffic/Modbus/Modbus.pcap,Modbus.pcap,.pcap,21040950,20.066214,0.019596,1e9d186b5846402cd52e6048a39423f104cb19d68de501ad0a0ac8dbb2cc63c9,PCAP,,,[],,1.123705
Normal traffic/Soil_Moisture/Soil_Moisture.csv,Soil_Moisture.csv,.csv,381588722,363.911364,0.355382,d3bf5662fd28b515e29c2b1b296b3b79ffc415836cb5a5da1666e164c099c440,CSV,1192777.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,16.771428
Normal traffic/Soil_Moisture/Soil_Moisture.pcap,Soil_Moisture.pcap,.pcap,89832523,85.67097,0.083663,7d8d1304aa403e0b937eb475e637d8466101999c93c0052164a056f3abef00d1,PCAP,,,[],,4.446671
Normal traffic/Sound_Sensor/Sound_Sensor.csv,Sound_Sensor.csv,.csv,478970099,456.781482,0.446076,1ac318ea539be09ac0ae4c9ae6d7e0e2d0013633131354c37d4f76663c3dc52b,CSV,1512883.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,20.287364
Normal traffic/Sound_Sensor/Sound_Sensor.pcap,Sound_Sensor.pcap,.pcap,112118593,106.924623,0.104419,8e33158f8fa935e48852ba4a1a5c760588aacecbf1427cf7a3b6ec90b0ebc276,PCAP,,,[],,4.471714
Normal traffic/Temperature_and_Humidity/Temperature_and_Humidity.csv,Temperature_and_Humidity.csv,.csv,922587674,879.848169,0.859227,2b48ddce8f1d60dbd0d189568c614ee04d4bc57b65f1c9089ea731b1a02a0c21,CSV,1615722.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,37.272901
Normal traffic/Temperature_and_Humidity/Temperature_and_Humidity.pcap,Temperature_and_Humidity.pcap,.pcap,345868816,329.846207,0.322115,2b37027b1575f1d5bba7ab6cf87503df303ea2c9ab07a69b20f8d0f28696da6f,PCAP,,,[],,7.304817
Normal traffic/Water_Level/Water_Level.csv,Water_Level.csv,.csv,731458402,697.573092,0.681224,19153cba2da0c69e2fd4f682a9e872af787fd04af5d7806cebb2ec01a6d83025,CSV,2295288.0,63.0,"[""frame.time"", ""ip.src_host"", ""ip.dst_host"", ""arp.dst.proto_ipv4"", ""arp.opcode"", ""arp.hw.size"", ""arp.src.proto_ipv4"", ""icmp.checksum"", ""icmp.seq_le"", ""icmp.transmit_timestamp"", ""icmp.unused"", ""http.file_data"", ""http.content_length"", ""http.request.uri.query"", ""http.request.method"", ""http.referer"", ""http.request.full_uri"", ""http.request.version"", ""http.response"", ""http.tls_port"", ""tcp.ack"", ""tcp.ack_raw"", ""tcp.checksum"", ""tcp.connection.fin"", ""tcp.connection.rst"", ""tcp.connection.syn"", ""tcp.connection.synack"", ""tcp.dstport"", ""tcp.flags"", ""tcp.flags.ack"", ""tcp.len"", ""tcp.options"", ""tcp.payload"", ""tcp.seq"", ""tcp.srcport"", ""udp.port"", ""udp.stream"", ""udp.time_delta"", ""dns.qry.name"", ""dns.qry.name.len"", ""dns.qry.qu"", ""dns.qry.type"", ""dns.retransmission"", ""dns.retransmit_request"", ""dns.retransmit_request_in"", ""mqtt.conack.flags"", ""mqtt.conflag.cleansess"", ""mqtt.conflags"", ""mqtt.hdrflags"", ""mqtt.len"", ""mqtt.msg_decoded_as"", ""mqtt.msg"", ""mqtt.msgtype"", ""mqtt.proto_len"", ""mqtt.protoname"", ""mqtt.topic"", ""mqtt.topic_len"", ""mqtt.ver"", ""mbtcp.len"", ""mbtcp.trans_id"", ""mbtcp.unit_id"", ""Attack_label"", ""Attack_type""]",utf-8,26.056594
